timestamp,Sulf,Ammo,Tota,Blac,Benz,Ozon,PM2.,PM10,Nitr,Carb,Relative H,Precipitat,Wind Speed,Atmospheri,Net Radiat,Wind Direc,Global Rad,Temperatur,sm_Relative H,sm_Precipitat,sm_Wind Speed,sm_Atmospheri,sm_Net Radiat,sm_Wind Direc,sm_Global Rad,sm_Temperatur,traffic,sm_traffic,EURO_3,EURO_2,EURO_4,EURO_5,EURO_1,EURO_6,EURO_7,VType_4,VType_3,VType_1,VType_2,FType_1,FType_2,FType_4,FType_5,FType_3,DPF_2,DPF_1,small_len,med_len,0-15m,15-30m,30-45m,45-60m,sm_Sulf,sm_Ammo,sm_Tota,sm_Blac,sm_Benz,sm_Ozon,sm_PM2.,sm_PM10,sm_Nitr,sm_Carb,weekend,weekday,morning,mid_day,evening,night,AQI,AQI_C
2013-11-02 01:00:00,42.0,1.4569999999999992,65.0,3.3335000000000017,1.52475,11.0,44.0,30.33333333333333,54.375,0.95,77.8,0.0075000000000000015,1.0414444444444444,1002.9,-14.0,83.47833333333334,0.0,14.033333333333333,75.85538166465487,0.02585327525851299,0.9157595975179472,1004.0662268386768,0.6809338269704805,153.13773379187163,26.439511433690495,14.264615865613587,621,1526.5447075919576,20,3,75,241,0,195,4,514,10,6,8,183,287,48,20,0,355,183,25,501,165,171,163,122,54.82799318200455,1.4040392493035438,68.22073420024695,3.4652988399531224,1.2310923895952532,11.47367155885736,51.90138568563279,40.38828256527016,56.997473628320506,0.9202616696210616,1,0,0,0,0,1,69.0271461848579,Acceptable
2013-11-02 02:00:00,41.0,1.3079999999999996,55.0,3.016150000000001,1.45775,10.666666666666666,37.5,24.0,50.375,0.85,77.6,0.0075000000000000015,0.9627777777777776,1002.4,-12.0,91.93333333333334,0.0,14.0,76.24430533172391,0.022182620206810395,0.9408965669032466,1003.8329814709416,-2.255252938423616,139.20585370016394,21.1516091469524,14.218359359157533,464,1345.4357660735664,19,2,68,149,1,169,2,382,19,3,6,162,209,15,24,0,278,132,25,377,142,126,124,72,52.26239454560364,1.414631399442835,67.57658736019756,3.4389390719624986,1.2898239116762027,11.37893724708589,50.32110854850623,38.3772927188828,56.47297890265641,0.9262093356968493,1,0,0,0,0,1,65.507133614553,Acceptable
2013-11-02 03:00:00,39.0,1.2789999999999992,43.66666666666666,2.4038000000000004,1.6635000000000002,11.666666666666664,31.0,20.33333333333333,46.875,0.75,77.4,0.0045,1.1481111111111113,1001.7,-11.0,90.86333333333334,0.0,13.916666666666664,76.51544426537913,0.01924609616544832,0.9452728090781528,1003.5463851767532,-4.2042023507388935,129.75134962679786,16.92128731756192,14.174687487326029,301,1169.148612858853,7,0,45,111,0,103,1,237,22,1,7,83,151,22,11,0,166,101,11,248,67,74,86,74,50.009915636482916,1.393305119554268,65.06126988815805,3.3543812575699996,1.3234091293409622,11.236483131002045,47.75688683880499,35.50183417510624,55.25338312212513,0.9109674685574795,1,0,0,0,0,1,62.563345780531286,Acceptable
2013-11-02 04:00:00,37.0,1.266999999999999,44.0,2.57165,1.4295,10.333333333333334,35.5,19.0,45.625,0.7749999999999999,79.4,0.008000000000000002,0.9826666666666668,1001.0,-11.0,90.13666666666666,0.0,13.733333333333334,76.6923554123033,0.016296876932358657,0.9858404694847448,1003.1771081414026,-5.563361880591113,121.97374636810494,13.537029854049536,14.123083323194153,288,995.5188902870824,12,0,45,120,0,86,2,219,35,6,5,84,147,22,12,0,175,89,12,245,56,61,81,90,47.80793250918633,1.3704440956434143,60.78234924385978,3.164265006056,1.3914273034727698,11.32251983813497,44.40550947104399,32.468134006751654,53.577706497700106,0.8787739748459836,1,0,0,0,0,1,60.186093291091694,Acceptable
2013-11-02 05:00:00,36.0,1.0889999999999993,41.66666666666666,2.3219000000000003,1.19475,10.666666666666666,31.5,20.666666666666668,43.75,0.7749999999999999,82.4,0.0055,1.178,1000.5,-10.0,88.27999999999999,0.0,13.683333333333335,77.23388432984265,0.014637501545886928,0.9852057089211292,1002.7416865131222,-6.650689504472893,115.60633042781728,10.829623883239627,14.045133325221991,364,854.0151122296661,17,0,63,141,0,100,1,239,62,8,13,91,190,31,10,0,208,111,17,279,85,97,92,90,45.64634600734907,1.3497552765147314,57.42587939508782,3.0457420048448003,1.3990418427782159,11.124682537174643,42.624407576835196,29.774507205401324,51.987165198160085,0.858019179876787,1,0,1,0,0,0,58.107902410651135,Acceptable
2013-11-02 06:00:00,35.0,1.1829999999999994,39.66666666666666,2.2224000000000004,1.0684999999999998,11.0,28.0,21.33333333333333,42.75,0.75,82.4,0.006500000000000001,1.0924444444444446,1000.3,-10.0,98.175,0.0,13.66666666666667,78.26710746387413,0.012810001236709542,1.0237645671369031,1002.2933492104977,-7.320551603578314,110.14106434225384,8.663699106591704,13.97277332684426,528,756.0120897837329,25,2,77,214,0,146,1,344,90,13,18,120,284,49,12,0,295,163,15,414,84,111,165,168,43.71707680587926,1.297604221211785,54.274036849403586,2.9009736038758405,1.3581834742225727,11.033079363073048,40.399526061468165,27.952939097654394,50.33973215852807,0.8414153439014297,1,0,1,0,0,0,56.27937748407648,Acceptable
2013-11-02 07:00:00,44.0,1.1459999999999997,54.0,2.2703500000000005,0.958,11.333333333333336,32.0,23.0,46.875,0.7999999999999999,82.4,0.0075000000000000015,1.1307777777777777,1000.0,-11.0,90.42666666666666,0.0,13.633333333333333,79.0936859710993,0.011548000989367636,1.0375005425984116,1001.8946793683984,-7.856441282862652,107.74785147380308,6.930959285273364,13.911551994808743,836,710.4096718269864,40,2,124,324,1,248,6,532,160,33,21,210,469,58,8,1,452,283,33,649,165,185,237,249,41.97366144470341,1.2746833769694281,51.3525628128562,2.7652588831006724,1.300246779378058,11.02646349045844,37.919620849174535,26.62901794479018,48.821785726822455,0.8231322751211438,1,0,1,0,0,0,54.372113098372274,Acceptable
2013-11-02 08:00:00,42.0,1.0809999999999993,54.66666666666666,2.378600000000001,0.93075,11.333333333333336,33.0,25.33333333333333,46.875,0.825,82.2,0.010500000000000002,0.9886666666666666,1000.0,-5.0,91.89833333333333,0.0,13.65,79.75494877687943,0.010738400791494108,1.056155989634285,1001.5157434947188,-8.48515302629012,104.28361451237579,5.544767428218691,13.855908262513664,1108,735.527737461589,55,8,154,409,2,331,7,764,150,28,24,329,525,81,31,0,635,317,65,853,258,230,300,320,42.378929155762734,1.2489467015755427,51.88205025028496,2.666277106480538,1.2317974235024465,11.08783745903342,36.73569667933963,25.903214355832148,48.43242858145797,0.8185058200969152,1,0,1,0,0,0,52.6081071453645,Acceptable
2013-11-02 09:00:00,48.0,1.0419999999999996,57.66666666666666,2.38235,0.98725,12.666666666666664,38.0,30.0,48.875,0.8,80.8,0.008000000000000002,1.0342222222222222,1000.4,10.0,73.10833333333333,10.0,13.8,80.24395902150356,0.010690720633195287,1.0426581250407612,1001.212594795775,-7.788122421032098,101.80655827656729,4.435813942574953,13.814726610010931,1913,810.0221899692714,76,9,226,703,4,607,14,1424,153,33,31,644,837,106,52,2,1034,593,118,1468,330,450,518,615,42.30314332461019,1.215357361260434,52.4389735335613,2.608741685184431,1.1715879388019572,11.136936633893404,35.988557343471705,25.789238151332388,48.12094286516638,0.8198046560775323,1,0,1,0,0,0,50.71079127184716,Acceptable
2013-11-02 10:00:00,45.0,0.9919999999999998,55.66666666666666,2.24705,0.9897499999999998,14.333333333333336,36.5,31.33333333333333,49.0,0.8500000000000001,80.0,0.011500000000000005,1.0346666666666668,1000.4,14.0,80.42,26.0,13.983333333333333,80.35516721720285,0.010152576506556231,1.0409709444770534,1001.0500758366201,-4.230497936825678,96.06691328792051,5.5486511540599635,13.811781288008747,2733,1030.6177519754171,101,17,298,1026,3,944,25,2210,151,25,27,982,1215,147,69,0,1510,895,177,2196,623,648,695,767,43.44251465968816,1.1806858890083471,53.484512160182376,2.563463348147545,1.1347203510415658,11.442882640448056,36.39084587477736,26.63139052106591,48.2717542921331,0.8158437248620259,1,0,1,0,0,0,48.49849412858883,Good
